ano,data,sessao_id,tipo_sessao,tipo_sessao_normalizado,ambiente,deputado,partido,registros_na_fonte,as_of
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,IOLANDO,PSC,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,2,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-03,14,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,2,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,IOLANDO,PSC,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-04,15,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-05,16,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,HERMETO,MDB,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,IOLANDO,PSC,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,2,2026-08-27
2020,2020-03-10,17,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,2,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,HERMETO,MDB,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,IOLANDO,PSC,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-11,18,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,2,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,HERMETO,MDB,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-11,19,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,IOLANDO,PSC,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JÚLIA LUCY,NOVO,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-12,20,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,HERMETO,MDB,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,IOLANDO,PSC,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-16,21,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,HERMETO,MDB,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,IOLANDO,PSC,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-16,22,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,CLAUDIO ABRANTES,PDT,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,HERMETO,MDB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JORGE VIANNA,PODEMOS,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOSÉ GOMES,PSB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,JOÃO CARDOSO,AVANTE,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,LEANDRO GRASS,REDE,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,MARTINS MACHADO,REPUBLICANOS,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,PROF. REGINALDO VERAS,PDT,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,RAFAEL PRUDENTE,MDB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,REGINALDO SARDINHA,AVANTE,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROBÉRIO NEGREIROS,PSD,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,ROOSEVELT VILELA,PSB,1,2026-08-27
2020,2020-03-17,23,SESSAO ORDINARIA,ORDINARIA,PRESENCIAL,VALDELINO BARCELOS,PP,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,AGACIEL MAIA,PL,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,ARLETE SAMPAIO,PT,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,CHICO VIGILANTE,PT,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,CLAUDIO ABRANTES,PDT,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DANIEL DONIZET,PL,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DEL. FERNANDO FERNANDES,PROS,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,DELMASSO,REPUBLICANOS,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,EDUARDO PEDROSA,PTC,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,FÁBIO FELIX,PSOL,1,2026-08-27
2020,2020-03-17,24,SESSAO EXTRAORDINARIA,EXTRAORDINARIA,PRESENCIAL,JAQUELINE SILVA,PTB,1,2026-08-27
